 11.5,  1.4,  0.04436111111111111,  9
 14.0,  1.9999999999999998,  0.01791666666666667,  10
 15.0,  0.2,  0.05858333333333332,  11
 14.5,  0.2,  0.012333333333333337,  0
 9.5,  1.0,  0.010333333333333333,  1
 15.0,  2.1999999999999997,  0.014333333333333335,  2
 13.5,  0.6000000000000001,  0.0017777777777777779,  3
 12.0,  2.8000000000000003,  0.023222222222222214,  4
 10.5,  1.2,  0.0037777777777777788,  5
 12.5,  1.0,  0.012388888888888889,  6
 14.5,  0.8,  0.02636111111111112,  7
 11.5,  1.0,  0.001944444444444445,  9
 13.5,  0.8,  0.015611111111111116,  10
 8.5,  1.5999999999999999,  0.0017499999999999983,  11
 10.5,  1.4,  0.051999999999999956,  0
 13.0,  1.9999999999999998,  0.01422222222222222,  1
 14.5,  1.0,  0.0056944444444444456,  2
 9.5,  1.7999999999999998,  0.03466666666666662,  3
 11.5,  1.5999999999999999,  0.032416666666666656,  4
 14.0,  2.1999999999999997,  0.0030277777777777794,  5
 15.0,  0.4,  0.032027777777777794,  6
 11.0,  2.8000000000000003,  0.013305555555555557,  7
 13.0,  2.6,  0.045861111111111096,  8
 15.0,  0.2,  0.04811111111111112,  9
 12.0,  2.6,  0.026277777777777782,  10
 14.0,  2.4,  0.030472222222222223,  11
 12.5,  0.8,  0.01858333333333334,  0
 15.0,  1.4,  0.0015833333333333342,  1
 13.0,  2.8000000000000003,  0.020861111111111105,  2
 11.5,  1.2,  0.003916666666666667,  3
 13.5,  1.0,  0.0135,  4
 8.5,  1.7999999999999998,  0.005472222222222224,  5
 10.5,  1.5999999999999999,  0.01569444444444444,  6
 12.5,  1.4,  0.038500000000000006,  7
 15.0,  1.9999999999999998,  0.017555555555555564,  8
 11.5,  1.4,  0.0335,  9
 14.0,  1.9999999999999998,  0.01647222222222223,  10
 8.5,  1.9999999999999998,  0.04263888888888887,  11
 14.5,  0.2,  0.007805555555555559,  0
 9.5,  1.0,  0.002361111111111112,  1
 15.0,  2.1999999999999997,  0.009277777777777779,  2
 15.0,  0.4,  0.056055555555555546,  3
 12.0,  2.8000000000000003,  0.009666666666666667,  4
 14.0,  2.6,  0.03488888888888889,  5
 12.5,  1.0,  0.0015277777777777779,  6
 14.5,  0.8,  0.023861111111111125,  7
 9.5,  1.5999999999999999,  0.03124999999999999,  8
